Egyszerű Fegyverek – közelharc
		Lándzsa, könnyű * 6 arany 1d6 ×3 - 5 font Szúró Játékosok Könyve
		Szekerce 6 arany 1d6 ×3 - 5 font Vágó Játékosok Könyve
		Tengerészkard 15 arany 1d6 19-20/×2 - 3 font Szúró és vágó Forgotten Realms
		Ütleg 1 arany 1d6 ×2 - 3 font Zúzó Játékosok Könyve
	Közepes méretű
		Buzogány, könnyű láncos * 8 arany 1d8 ×2 - 5 font Zúzó Játékosok Könyve
		Csákány, nehéz 8 arany 1d6 ×4 - 6 font Szúró Játékosok Könyve
		Csatabárd 10 arany 1d8 ×3 - 7 font Vágó Játékosok Könyve
		Szablya 15 arany 1d6 18-20/×2 - 4 font Vágó Játékosok Könyve
		Szablya, nomád 20 arany 1d8 19-20/×2 - 4 font Vágó Forgotten Realms
		Hosszúkard 15 arany 1d8 19-20/×2 - 4 font Vágó Játékosok Könyve
		Kalapács, harci * 12 arany 1d8 ×3 - 8 font Zúzó Játékosok Könyve
		Kard, fattyú * 35 arany 1d10 19-20/×2 - 10 font Vágó Játékosok Könyve
		Kard, szélespengéjű (Északi kard) 15 arany 1d8 19-20/×2 - 4 font Vágó Kard és Ököl
		Lándzsa, nehéz *† 10 arany 1d8 ×3 - 10 font Szúró Játékosok Könyve
		Szigony * 15 arany 1d8 ×2 10 láb 5 font Szúró Játékosok Könyve
		Vívótőr 20 arany 1d6 18-20/×2 - 3 font Szúró Játékosok Könyve
	Nagy méretű
		Alabárd *« 10 arany 1d10 ×3 - 15 font Szúró és vágó Játékosok Könyve
		Bárd, kétkezes 20 arany 1d12 ×3 - 20 font Vágó Játékosok Könyve
		Buzogány, nehéz láncos * 15 arany 1d10 19-20/×2 - 20 font Zúzó Játékosok Könyve
		Claymore 50 arany 2d6 19-20/×2 - 15 font Vágó Kard és Ököl
		Dárda, hosszú *† 5 arany 1d8 ×3 - 9 font Szúró Játékosok Könyve
		Farkaskasza 5 arany 1d8 ×3 - 7 font Szúró és vágó AD&D PHB
		Flamberge 50 arany 2d6 19-20/×2 - 15 font Vágó Kard és Ököl
		Husáng, kétkezes 5 arany 1d10 ×2 - 10 font Zúzó Játékosok Könyve
		Kard, kétkezes 50 arany 2d6 19-20/×2 - 15 font Vágó Játékosok Könyve
		Kasza 18 arany 2d4 ×4 - 12 font Szúró és vágó Játékosok Könyve
		Pika 5 arany 1d8 ×3 - 12 font Szúró AD&D PHB
		Runka *† 10 arany 2d4 ×3 - 15 font Szúró Játékosok Könyve
		Handzsár 75 arany 2d4 18-20/×2 - 16 font Vágó Játékosok Könyve
		Spétum 5 arany 2d4 ×3 - 7 font Szúró AD&D PHB
		Sulyok 15 arany 1d10 ×3 - 20 font Zúzó Forgotten Realms
		Szeldelőnyárs *† 8 arany 1d10 ×3 - 15 font Vágó Játékosok Könyve
		Zsigerelő *† 9 arany 2d4 ×3 - 15 font Vágó Játékosok Könyve
Harci Fegyverek – távolsági harc
	Közepes méretű
		Rövidíj * 30 arany 1d6 ×3 60 láb 2 font Szúró Játékosok Könyve
		Nyílvesszők (20) * 1 arany - - - 3 font - Játékosok Könyve
		Rövidíj, összetett * 75 arany 1d6 ×3 70 láb 2 font Szúró Játékosok Könyve
		Nyílvesszők (20) * 1 arany - - - 3 font - Játékosok Könyve
		Rövidíj, visszacsapó *
			+1 Erő-bónusz 150 arany 1d6 ×3 70 láb 2 font Szúró Játékosok Könyve
			+2 Erő-bónusz 225 arany 1d6 ×3 70 láb 2 font Szúró Játékosok Könyve
	Nagy méretű
		Hosszúíj * 75 arany 1d8 ×3 100 láb 3 font Szúró Játékosok Könyve
		Nyílvesszők (20) * 1 arany - - - 3 font - Játékosok Könyve
		Hosszúíj, összetett * 100 arany 1d8 ×3 100 láb 3 font Szúró Játékosok Könyve
		Nyílvesszők (20) * 1 arany - - - 3 font - Játékosok Könyve
		Hosszúíj, visszacsapó *
			+1 Erő-bónusz 200 arany 1d8 ×3 100 láb 3 font Szúró Játékosok Könyve
			+2 Erő-bónusz 300 arany 1d8 ×3 100 láb 3 font Szúró Játékosok Könyve
			+3 Erő-bónusz 400 arany 1d8 ×3 100 láb 3 font Szúró Játékosok Könyve
			+4 Erő-bónusz 500 arany 1d8 ×3 100 láb 3 font Szúró Játékosok Könyve
Egzotikus Fegyverek – közelharc
	Pöttöm méretű
		Csizmapenge 15 arany 1d4 19-20/×2 - 1 font Szúró Forgotten Realms
		Csonk-kés 8 arany 1d4 19-20/×2 - 2 font Szúró Kard és Ököl
		Csuklókarom 30 arany 1d4 19-20/×2 - 2 font Szúró Forgotten Realms
		Hármas tőr 10 arany 1d4 19-20/×2 - 1 font Szúró Kard és Ököl
		Jambiya 2 arany 1d4 ×2 10 láb 1 font Szúró Kard és Ököl
		Kama, félszerzet * 2 arany 1d4 ×2 - 1 font Vágó Játékosok Könyve
		Kukri 8 arany 1d4 18-20/×2 - 3 font Vágó Játékosok Könyve
		Main-gauche 2 arany 1d4 ×2 10 láb 1 font Szúró Kard és Ököl
		Nuncsaku, félszerzet * 2 arany 1d4 ×2 - 1 font Zúzó Játékosok Könyve
		Siangham, félszerzet * 2 arany 1d4 ×2 - 1 font Szúró Játékosok Könyve
	Kis méretű
		Csatacsákány, gnóm 10 arany 1d6 ×4 - 5 font Szúró Kard és Ököl
		Fojtóhurok, sodort 1 ezüst 1d6 ‹ 19-20/×2 - 1/10 font Vágó Dal és Csend
		Fojtóhurok, záras 100 arany 1d8 ‹ 18-20/×2 - 3 font Vágó Dal és Csend
		Fojtóhurok, drót 10 arany 1d8 ‹ 18-20/×2 - 1 font Vágó Dal és Csend
		Harci legyező 30 arany 1d6 ×3 - 3 font Vágó Kard és Ököl
		Ingujj, súlyozott ç 5 ezüst 1d4 - - 2 1⁄2 font Zúzó Dal és Csend
		Kama * 2 arany 1d6 ×2 - 2 font Vágó Játékosok Könyve
		Ninja-to 10 arany 1d6 19-20/×2 - 3 font Szúró Kard és Ököl
		Nuncsaku * 2 arany 1d6 ×2 - 2 font Zúzó Játékosok Könyve
		Pengekesztyű 30 arany 1d6 17-20/×2 - 4 font Vágó Kard és Ököl
		Scramasax (Sax) 10 arany 1d6 19-20/×2 - 3 font Szúró Kard és Ököl
		Siangham * 3 arany 1d6 ×2 - 1 font Szúró Játékosok Könyve
		Wakizashi ł 300 arany 1d6 19-20/×2 - 3 font Vágó Mesélők Könyve
	Közepes méretű
		Bárd, törpe harci * 30 arany 1d10 ×3 - 15 font Vágó Játékosok Könyve
		Ingujj, súlyozott ç 5 ezüst 1d6 - - 2 1⁄2 font Zúzó Dal és Csend
		Kalapács, gnóm kampós *‡ 20 arany 1d6/1d4 19-20/×2 - 6 font Zúzó és szúró Játékosok Könyve
		Khopesh * 20 arany 1d8 19-20/×2 - 12 font Vágó Forgotten Realms
		Kusari gama 10 arany 1d6 ×2 - 3 font Vágó Mesélők Könyve
		Lánc és tőr 4 arany 1d4 19-20/×2 - 4 font Szúró Kard és Ököl
		Merkúriumos hosszúkard 400 arany 1d10 ×3 - 6 font Vágó Kard és Ököl
	Nagy méretű
		Ankus † 15 arany 2d4 ¢ ×2 - 15 font Zúzó A Vadon Mesterei
		Bárd, kétfejű ork *‡ 60 arany 1d8/1d8 ×3 - 25 font Vágó Játékosok Könyve
		Buzogány, kétfejű láncos *‡ 90 arany 1d8/1d8 ×2 - 20 font Zúzó Játékosok Könyve
		Duóm 20 arany 1d8 ×3 - 8 font Szúró Kard és Ököl
		Háromrészes bot 4 arany 1d8 ×3 - 8 font Zúzó Kard és Ököl
		Kard, kétpengéjű *‡ 100 arany 1d8/1d8 19-20/×2 - 30 font Vágó Játékosok Könyve
		Katana ł 400 arany 1d10 19-20/×2 - 6 font Vágó Mesélők Könyve
		Lánc, szöges *† 25 arany 2d4 ×2 - 15 font Szúró Játékosok Könyve
		Manti 15 arany 1d8 ×3 - 9 font Szúró Kard és Ököl
		Markolatbuzogány 90 arany 1d8/1d8 19-20/×2 - 20 font Vágó és zúzó Kard és Ököl
		Merkúriumos nagykard 600 arany 2d8 ×4 - 17 font Vágó Kard és Ököl
		Nagimaki 10 arany 2d4 ×3 - 15 font Szúró Kard és Ököl
		Nagypenge (Ogre kard) 100 arany 1d12 19-20/×2 - 23 font Vágó Kard és Ököl
		Urgrosh, törpe ‡« 50 arany 1d8/1d6 ×3 - 15 font Vágó és szúró Játékosok Könyve
Egzotikus Fegyverek – távolsági harc
	Pöttöm méretű
		Csúszókő, félszerzet 3 arany 1d3 ×2 10 láb 1⁄4 font Zúzó Kard és Ököl
		Fukimi-bari (szájdárda) 1 arany 1 ×2 10 láb 1/10 font Szúró Kard és Ököl
		Shuriken * 1 arany 1 ×2 10 láb 1/10 font Szúró Játékosok Könyve
	Számszeríj, kézi * 100 arany 1d4 19-20/×2 30 láb 3 font Szúró Játékosok Könyve
	Számszeríj vesszők (10) * 1 arany - - - 1 font - Játékosok Könyve
	Kis méretű
		Bóla, kétgolyós 5 arany 1d4* ×2 10 láb 2 font Zúzó Kard és Ököl
		Chakram * 15 arany 1d4 ×3 30 láb 2 font Vágó Forgotten Realms
		Ostor * 1 arany 1d2 ¢ ×2 15 láb 2 font Vágó Játékosok Könyve
		Számszeríj, markolatos * 125 arany 1d4 19-20/×2 30 láb 4 font Szúró Dal és Csend
		Számszeríj vesszők (5) 1 arany - - - 1 font - Dal és Csend
	Közepes méretű
		Forgó gerely 2 arany 1d8 19-20/×2 50 láb 2 font Szúró Kard és Ököl
		Fúvócső * 1 arany 1 ×2 10 láb 2 font Szúró A Vadon Mesterei
		Tű, fúvócsőbe (20) * 1 arany - - - ø - A Vadon Mesterei
		Háló * 20 arany * * 10 láb* 10 font * Játékosok Könyve
		Korbács * 20 arany 1d8 ×2 15 láb 2 font Vágó Forgotten Realms
		Nagaika * 25 arany 1d6 ×3 15 láb 4 font Vágó A Vadon Mesterei
		Rugós kesztyű 200 arany 1d4 ×2 20 láb 4 font Szúró Kard és Ököl
		Számszeríj, csörlős * 75 arany 1d8 ¢ 19-20/×2 50 láb 10 font Szúró A Vadon Mesterei
		Számszeríj vesszők (10) * 5 arany - - - 1⁄2 font - A Vadon Mesterei
		Számszeríj, ismétlő * 250 arany 1d8 19-20/×2 80 láb 16 font Szúró Játékosok Könyve
		Számszeríj vesszők (5) * 1 arany - - - 1 font - Játékosok Könyve
	Nagy méretű
		Daikyu íj (erő íj) 75 arany 1d8 ×3 100 láb 3 font Szúró Kard és Ököl
		Nyílvesszők (20) 1 arany - - - 3 font - Kard és Ököl
		Dobócölöp * 10 arany 2d6 ×2 10 láb 100 font Zúzó A Vadon Mesterei
		Fúvócső, nagyobb 10 arany 1d4 ×2 10 láb 4 font Szúró A Vadon Mesterei
		Dárdácska, fúvócsőbe (10) * 1 arany - - - 1 font - A Vadon Mesterei
		Kilencfarkú macska 25 arany 1d6 19-20/×2 15 láb 3 font Vágó Kard és Ököl
		Számszeríj, nagy 100 arany 1d12 19-20/×2 150 láb 15 font Szúró Kard és Ököl
		Szigony 15 arany 1d10 ×2 30 láb 10 font Szúró Kard és Ököl
		Tőrkorbács * 25 arany 1d6 19-20/×2 15 láb 3 font Vágó Kard és Ököl
		Vetővas, ork 10 arany 2d6 19-20/×3 10 láb 15 font Zúzó Kard és Ököl
	Hatalmas méretű
		Korbács, hatalmas *
			+1 Erő-bónusz 200 arany 1d2 ¢ ×2 15 láb* 3 font Vágó Kard és Ököl
			+2 Erő-bónusz 300 arany 1d2 ¢ ×2 15 láb* 4 font Vágó Kard és Ököl
			+3 Erő-bónusz 400 arany 1d2 ¢ ×2 15 láb* 5 font Vágó Kard és Ököl
			+4 Erő-bónusz 500 arany 1d2 ¢ ×2 15 láb* 6 font Vágó Kard és Ököl
	Nagaika, hatalmas *
		+1 Erő-bónusz 225 arany 1d6 ×3 15 láb* 5 font Vágó A Vadon Mesterei
		+2 Erő-bónusz 325 arany 1d6 ×3 15 láb* 6 font Vágó A Vadon Mesterei
		+3 Erő-bónusz 425 arany 1d6 ×3 15 láb* 7 font Vágó A Vadon Mesterei
		+4 Erő-bónusz 525 arany 1d6 ×3 15 láb* 8 font Vágó A Vadon Mesterei
	Tőrkorbács, hatalmas *
		+1 Erő-bónusz 225 arany 1d6 19-20/×2 15 láb* 4 font Vágó Kard és Ököl
		+2 Erő-bónusz 325 arany 1d6 19-20/×2 15 láb* 5 font Vágó Kard és Ököl
		+3 Erő-bónusz 425 arany 1d6 19-20/×2 15 láb* 6 font Vágó Kard és Ököl
		+4 Erő-bónusz 525 arany 1d6 19-20/×2 15 láb* 7 font Vágó Kard és Ököl
